arxiv_id_clean,title,subfield_kw,release_month,release_year,upvotes,citation_count,influential_citations,age_months,attention_resid_pct,impact_resid_pct,label,max_prior_papers_true_w99,max_years_active,tierB_resolved,max_hindex,last_author_hindex,n_authors,has_github,num_comments,citation_repaired,ai_keywords
2305.03043,Single-Shot Implicit Morphable Faces with Consistent Texture Parameterization,Vision-Perception,2023-05,2023,6,17.0,0.0,37.220762155059134,0.8470557122708039,0.16713681241184766,overrated,47.0,20.0,True,76.0,25.0,8.0,0,0,0,3D morphable models; neural implicit representations; signed distance functions; neural radiance fields; latent codes; UV texture parameterization; single-view face reconstruction; photo-realism; facial expressions; texture editing
2305.03047,Principle-Driven Self-Alignment of Language Models from Scratch with Minimal Human Supervision,Reasoning/RL,2023-05,2023,1,442.0,35.0,37.220762155059134,0.17418899858956277,0.8677715091678421,underrated,50.0,6.0,True,35.0,35.0,8.0,1,5,0,supervised fine-tuning (SFT); reinforcement learning from human feedback (RLHF); large language models (LLMs); principle-driven reasoning; synthetic prompts; topic-guided method; in-context learning; fine-tuning; self-aligned responses
2305.03048,Personalize Segment Anything Model with One Shot,Vision/Image-Gen,2023-05,2023,10,347.0,49.0,37.220762155059134,0.8653913963328632,0.8711212976022567,neutral,146.0,8.0,True,83.0,83.0,8.0,1,1,0,Segment Anything Model; SAM; PerSAM; PerSAM-F; target-guided attention; target-semantic prompting; cascaded post-refinement; one-shot fine-tuning; location prior; PerSeg; video object segmentation; DreamBooth; Stable Diffusion
2305.03049,NeuralEditor: Editing Neural Radiance Fields via Manipulating Point Clouds,Vision/Image-Gen,2023-05,2023,3,49.0,3.0,37.220762155059134,0.5234485190409027,0.3473201692524683,neutral,71.0,12.0,True,33.0,33.0,3.0,0,1,0,Neural radiance fields; NeRFs; point cloud representation; deterministic integration; K-D tree; density-adaptive voxels; shape editing; scene morphing; zero-shot inference; fine-tuning
2305.03052,Tracking through Containers and Occluders in the Wild,LLM-core,2023-05,2023,1,18.0,1.0,37.220762155059134,0.2909026798307475,0.1843265162200282,neutral,97.0,13.0,True,47.0,47.0,5.0,1,0,0,transformer-based video models; object permanence
2305.03111,Can LLM Already Serve as A Database Interface? A BIg Bench for Large-Scale Database Grounded Text-to-SQLs,Benchmark/Eval,2023-05,2023,12,953.0,223.0,37.220762155059134,0.9306241184767278,0.9797249647390691,neutral,19.0,15.0,True,49.0,21.0,16.0,1,1,0,Text-to-SQL; Codex; ChatGPT; database schema; Spider; WikiSQL; big benchmark; semantic parsing; dirty database contents; external knowledge; SQL efficiency; leaderboard; source code
2305.03210,AttentionViz: A Global View of Transformer Attention,LLM-core,2023-05,2023,1,108.0,1.0,37.220762155059134,0.2909026798307475,0.6955218617771509,underrated,181.0,43.0,True,68.0,68.0,6.0,0,2,0,transformer models; self-attention mechanism; joint embedding; query vectors; key vectors; interactive visualization tool; AttentionViz
2305.03286,Composite Motion Learning with Task Control,Reasoning/RL,2023-05,2023,1,50.0,4.0,37.187910643889616,0.17392454160789844,0.2794428772919605,neutral,54.0,15.0,True,27.0,23.0,4.0,1,0,0,motion control; reinforcement learning; GAN; discriminators; composite motions; multi-objective learning; adaptive balancing; sample-efficient; incremental training; cooperative policy
2305.03509,Diffusion Explainer: Visual Explanation for Text-to-image Stable Diffusion,Vision/Image-Gen,2023-05,2023,1,34.0,5.0,37.220762155059134,0.2189703808180536,0.2477080394922426,neutral,220.0,25.0,True,49.0,49.0,10.0,1,1,0,Diffusion Explainer; Stable Diffusion; visual overview; interactive visualization; image generation; refinement timesteps; open-sourced tool
2305.03514,Can Large Language Models Transform Computational Social Science?,Benchmark/Eval,2023-04,2023,1,529.0,18.0,37.94349540078843,0.1651093088857546,0.7164139633286318,underrated,60.0,3.0,True,34.0,34.0,6.0,1,0,0,Large Language Models; LLMs; zero-shot performance; prompting best practices; evaluation pipeline; CSS; Computational Social Science; taxonomic labeling tasks; free-form coding tasks; fine-tuned models; data annotators; human annotation teams; creative generation tasks
2305.03668,A Suite of Generative Tasks for Multi-Level Multimodal Webpage Understanding,Multimodal,2023-05,2023,1,20.0,3.0,37.187910643889616,0.16784203102961917,0.0900916784203103,neutral,18.0,5.0,True,83.0,16.0,8.0,1,4,0,Wikipedia Webpage suite; WikiWeb2M; multimodal webpage understanding; Prefix Global; generative tasks; page description generation; section summarization; contextual image captioning; global tokens; attention mechanism; page structure; sequence length; input features; model size
2305.03689,COLA: How to adapt vision-language models to Compose Objects Localized with Attributes?,Multimodal,2023-05,2023,5,67.0,5.0,37.187910643889616,0.6317877291960508,0.34758462623413255,neutral,234.0,24.0,True,83.0,83.0,6.0,1,1,0,vision-language models; compositional reasoning; text-to-image retrieval; Cola; multi-modal transformer; pretraining; fine-tuning strategies; CLIP; FLAVA; multi-modal adapter
2305.03695,Vera: A General-Purpose Plausibility Estimation Model for Commonsense Statements,Vision-Perception,2023-05,2023,5,67.0,15.0,37.187910643889616,0.8070345557122708,0.545222143864598,neutral,166.0,16.0,True,115.0,83.0,6.0,1,0,0,commonsense verification; Vera; declarative statements; commonsense knowledge; training objectives; general-purpose model; well-calibrated outputs; LM-generated commonsense knowledge; ChatGPT
2305.03713,Avatar Fingerprinting for Authorized Use of Synthetic Talking-Head Videos,Vision-Perception,2023-05,2023,1,15.0,7.0,37.187910643889616,0.37738011283497885,0.14518688293370946,neutral,49.0,19.0,True,48.0,27.0,5.0,0,0,0,avatar fingerprinting; facial motion signatures; embedding; synthetic videos; talking-head generators
2305.03719,"Governance of the AI, by the AI, and for the AI",Vision-Perception,2023-05,2023,0,4.0,0.0,37.220762155059134,0.12041607898448518,0.023801128349788436,neutral,123.0,23.0,True,28.0,28.0,2.0,0,0,0,DALL-E2; Midjourney; GPT3.5; ChatGPT; BLOOM
2305.03726,Otter: A Multi-Modal Model with In-Context Instruction Tuning,LLM-core,2023-05,2023,7,684.0,66.0,37.187910643889616,0.8338328631875882,0.9692348377997179,neutral,12.0,4.0,True,24.0,20.0,6.0,1,3,0,large language models; few/zero-shot learners; text data; GPT-3; InstrctGPT; ChatGPT; instruction tuning; multi-modal models; Flamingo model; upstream interleaved format pretraining; MultI-Modal In-Context Instruction Tuning; Otter; OpenFlamingo; in-context learning; Huggingface Transformers
2305.03937,Residual Prompt Tuning: Improving Prompt Tuning with Residual Reparameterization,Efficiency/Systems,2023-05,2023,2,80.0,10.0,37.155059132720105,0.4199576868829337,0.5905324400564175,neutral,16.0,8.0,True,55.0,21.0,7.0,1,0,0,prompt tuning; parameter-efficient tuning; soft prompts; reparameterization; residual connection; SuperGLUE benchmark; few-shot settings
2305.03981,Pre-training Language Model as a Multi-perspective Course Learner,LLM-core,2023-05,2023,1,1.0,0.0,37.155059132720105,0.28958039492242593,0.003437940761636107,neutral,8.0,2.0,True,105.0,5.0,9.0,0,0,0,ELECTRA; generator-discriminator pre-training; masked language modeling (MLM); multi-perspective course learning (MCL); self-supervision; self-correction; pre-trained model; GLUE; SQuAD 2.0
2305.04091,Plan-and-Solve Prompting: Improving Zero-Shot Chain-of-Thought Reasoning by Large Language Models,Reasoning/RL,2023-05,2023,3,738.0,48.0,37.155059132720105,0.46473906911142454,0.9328279266572638,neutral,20.0,5.0,True,25.0,8.0,7.0,1,1,0,large language models (LLMs); few-shot chain-of-thought (CoT) prompting; zero-shot-CoT; Plan-and-Solve (PS) Prompting; PS+ prompting; multi-step reasoning tasks; calculation errors; missing-step errors; semantic misunderstanding errors; subtasks; GPT-3; zero-shot prompting; Zero-shot-Program-of-Thought Prompting; 8-shot CoT prompting
2305.04160,X-LLM: Bootstrapping Advanced Large Language Models by Treating Multi-Modalities as Foreign Languages,Multimodal,2023-05,2023,2,160.0,18.0,37.12220762155059,0.32404795486600846,0.6236777150916785,neutral,174.0,23.0,True,28.0,28.0,7.0,1,7,0,LLMs; GPT-4; multimodal capabilities; X-LLM; X2L interfaces; single-modal encoders; language models; multimodal chat; multimodal instruction-following dataset; ASR; multimodal ASR
2305.04241,Vcc: Scaling Transformers to 128K Tokens or More by Prioritizing Important Tokens,Efficiency/Systems,2023-05,2023,1,11.0,4.0,37.12220762155059,0.23801128349788434,0.09255994358251057,neutral,8.0,6.0,True,32.0,6.0,7.0,0,1,0,Transformer models; VIP-tokens; VIP-token centric compression; Vcc scheme; sequence length; efficient; scalable; ultra long sequences
2305.04268,Multi-Space Neural Radiance Fields,Vision/Image-Gen,2023-05,2023,1,6.0,0.0,37.12220762155059,0.2171632581100141,0.02521156558533145,neutral,3.0,6.0,True,7.0,7.0,5.0,1,0,0,Neural Radiance Fields (NeRF); multi-space neural radiance field (MS-NeRF); feature fields; radiance field; reflective objects; refractive objects; Mip-NeRF; Mip-NeRF 360
2305.04388,Language Models Don't Always Say What They Think: Unfaithful Explanations in Chain-of-Thought Prompting,Reasoning/RL,2023-05,2023,1,1203.0,65.0,37.12220762155059,0.17277856135401976,0.9680888575458392,underrated,44.0,22.0,True,27.0,24.0,4.0,1,0,0,Large Language Models; chain-of-thought reasoning; CoT; few-shot prompt; GPT-3.5; Claude 1.0; BIG-Bench Hard; social-bias task; explanation faithfulness
2305.04391,A Variational Perspective on Solving Inverse Problems with Diffusion Models,Vision/Image-Gen,2023-05,2023,1,258.0,64.0,37.12220762155059,0.2171632581100141,0.8220204513399154,underrated,57.0,15.0,True,30.0,30.0,4.0,1,0,0,diffusion models; variational approach; posterior distribution; RED-Diff; denoising diffusion process; signal-to-noise-ratio; inverse problems; image restoration; inpainting; superresolution; stochastic optimization
2305.04461,Locally Attentional SDF Diffusion for Controllable 3D Shape Generation,Vision/Image-Gen,2023-05,2023,2,191.0,18.0,37.089356110381075,0.392586389280677,0.7566995768688294,neutral,117.0,33.0,True,34.0,34.0,6.0,1,0,0,diffusion-based 3D generation; locally attentional SDF diffusion; occupancy-diffusion; SDF-diffusion; view-aware local attention mechanism; image-conditioned shape generation; signed distance field; 3D shape generation; sketch-conditioned; category-conditioned
2305.04745,Controllable Light Diffusion for Portraits,Vision/Image-Gen,2023-05,2023,3,13.0,2.0,37.089356110381075,0.5211565585331452,0.07722143864598026,neutral,35.0,9.0,True,65.0,15.0,8.0,0,0,0,light diffusion; hashing; specular highlights; external shadows; sub-surface scattering; albedo estimation; geometry estimation; semantic segmentation
2305.04789,AvatarReX: Real-time Expressive Full-body Avatars,Vision/Image-Gen,2023-05,2023,1,124.0,6.0,37.089356110381075,0.2165021156558533,0.6393688293370945,neutral,170.0,18.0,True,60.0,60.0,5.0,0,0,0,NeRF-based; full-body avatars; real-time animation; compositional avatar representation; parametric mesh templates; disentanglement; geometry; appearance; deferred rendering pipeline; real-time framerate; high-quality free-view images; patch-level supervision; volume rendering; surface rendering; photo-realistic images; dynamic details; facial expressions
2305.04790,MultiModal-GPT: A Vision and Language Model for Dialogue with Humans,Efficiency/Systems,2023-05,2023,1,327.0,26.0,37.089356110381075,0.2374823695345557,0.9018864598025388,underrated,102.0,18.0,True,33.0,33.0,10.0,1,4,0,parameter-efficient fine-tuning; Low-rank Adapter; LoRA; cross-attention; self-attention; instruction templates; multi-modality instruction tuning; dialogue performance; continuous dialogue
2305.04966,NerfAcc: Efficient Sampling Accelerates NeRFs,Vision/Image-Gen,2023-05,2023,2,121.0,8.0,37.089356110381075,0.392586389280677,0.6320521861777151,neutral,65.0,39.0,True,59.0,59.0,4.0,1,0,0,Neural Radiance Fields; volume rendering; sampling approaches; transmittance estimator; NerfAcc; PyTorch; Instant-NGP
2305.05065,Recommender Systems with Generative Retrieval,RAG/Retrieval,2023-05,2023,9,286.0,68.0,37.089356110381075,0.8439703808180536,0.880024682651622,neutral,19.0,14.0,True,79.0,17.0,13.0,1,10,0,dual-encoder model; Approximate Nearest Neighbor; ANN; generative retrieval model; autoregressive model; Semantic IDs; codewords; RQ-VAE; Transformer sequence-to-sequence; Amazon dataset; cold-start items
2305.05176,FrugalGPT: How to Use Large Language Models While Reducing Cost and Improving Performance,LLM-core,2023-05,2023,7,659.0,61.0,37.05650459921157,0.8315409026798307,0.9677362482369535,neutral,132.0,11.0,True,77.0,56.0,3.0,1,4,0,large language models (LLMs); prompt adaptation; LLM approximation; LLM cascade; FrugalGPT
2305.05189,SUR-adapter: Enhancing Text-to-Image Pre-trained Diffusion Models with Large Language Models,Vision/Image-Gen,2023-05,2023,4,59.0,4.0,37.05650459921157,0.6153032440056417,0.4052362482369535,neutral,10.0,5.0,True,18.0,9.0,5.0,1,2,0,diffusion models; parameter-efficient fine-tuning; SUR-adapter; semantic understanding; reasoning; narrative prompts; complex prompts; knowledge distillation; large language models; high-quality textual semantic representation
2305.05364,Large Language Model Programs,Reasoning/RL,2023-05,2023,2,17.0,0.0,37.05650459921157,0.3294252468265162,0.07598730606488012,neutral,40.0,6.0,True,107.0,28.0,7.0,0,0,0,pre-trained language models; in-context examples; parameterisation; algorithmic approach; evidence-supported question-answering; chain of thought
2305.05383,Code Execution with Pre-trained Language Models,Code/Math,2023-05,2023,2,50.0,4.0,37.089356110381075,0.4883638928067701,0.4810472496473907,neutral,189.0,15.0,True,67.0,67.0,8.0,1,1,0,Transformer model; code execution pre-training; curriculum learning; semantic comprehension; code execution tasks; zero-shot code-to-code search; text-to-code generation
2305.05432,WikiWeb2M: A Page-Level Multimodal Wikipedia Dataset,Multimodal,2023-05,2023,1,11.0,0.0,37.05650459921157,0.16563822284908322,0.03702397743300423,neutral,19.0,5.0,True,83.0,16.0,8.0,0,0,0,multimodal; webpage understanding; image-caption pairs; long text articles; raw HTML; page description generation; section summarization; contextual image captioning
2305.05591,AudioSlots: A slot-centric generative model for audio separation,LLM-core,2023-05,2023,3,7.0,0.0,37.05650459921157,0.5967031029619182,0.054918899858956274,neutral,47.0,9.0,True,53.0,30.0,5.0,0,0,0,object-centric architectures; slot-centric generative model; blind source separation; permutation-equivariant encoder; permutation-equivariant decoder; Transformer architecture; unordered set; source embeddings; spatial broadcast decoder; permutation invariant loss function; Libri2Mix
2305.05644,Towards Building the Federated GPT: Federated Instruction Tuning,Benchmark/Eval,2023-05,2023,6,245.0,38.0,37.05650459921157,0.7986600846262342,0.8614245416078985,neutral,19.0,5.0,True,49.0,7.0,7.0,1,0,0,generative large language models (LLMs); instruction-tuned; federated learning (FL); Federated Instruction Tuning (FedIT); GPT-4; auto-evaluation; heterogeneous; client's end; federated fine-tuning
2305.05658,TidyBot: Personalized Robot Assistance with Large Language Models,LLM-core,2023-05,2023,2,435.0,20.0,37.05650459921157,0.47540550070521864,0.9378526093088858,neutral,198.0,31.0,True,89.0,89.0,9.0,1,1,0,language-based planning; perception; few-shot summarization; large language models; LLMs
2305.05662,InternChat: Solving Vision-Centric Tasks by Interacting with Chatbots Beyond Language,Multimodal,2023-05,2023,5,110.0,3.0,37.05650459921157,0.6287023977433004,0.5029971791255289,neutral,13.0,5.0,True,73.0,16.0,19.0,1,0,0,chatbots; pointing movements; vision-centric tasks; fine-grained control; vision-language model; Husky; multi-modal dialogue; GPT-4 Quality
2305.05706,DexArt: Benchmarking Generalizable Dexterous Manipulation with Articulated Objects,Reasoning/RL,2023-05,2023,1,78.0,10.0,37.05650459921157,0.17145627644569816,0.41087799717912554,neutral,6.0,5.0,True,24.0,7.0,4.0,1,0,0,Reinforcement Learning; 3D representation learning; 3D point cloud inputs; multi-finger robot hand; articulated objects; physical simulator
2305.05845,Sketching the Future (STF): Applying Conditional Control Techniques to Text-to-Video Models,Vision/Image-Gen,2023-05,2023,2,6.0,0.0,37.023653088042046,0.391484485190409,0.02529971791255289,neutral,12.0,12.0,True,4.0,4.0,2.0,1,2,0,zero-shot text-to-video generation; ControlNet; interpolated frames; Text-to-Video Zero; control technique; video content; high-quality; consistent; user's intended motion
2305.05862,Are ChatGPT and GPT-4 General-Purpose Solvers for Financial Text Analytics? An Examination on Several Typical Tasks,Reasoning/RL,2023-05,2023,5,119.0,7.0,37.023653088042046,0.6366361071932299,0.5438998589562765,neutral,1.0,25.0,True,19.0,6.0,7.0,0,1,0,financial named entity recognition (NER); sentiment analysis; zero-shot; few-shot; numerical reasoning; state-of-the-art
2305.05973,Privacy-Preserving Recommender Systems with Synthetic Query Generation using Differentially Private Large Language Models,RAG/Retrieval,2023-05,2023,1,17.0,0.0,37.023653088042046,0.2187940761636107,0.15673483779971792,neutral,29.0,7.0,True,36.0,33.0,6.0,0,0,0,differentially private (DP); large language models (LLMs); DP training; fine-tuning; synthetic queries; deep retrieval models; query-level privacy guarantees
2305.06077,Relightify: Relightable 3D Faces from a Single Image via Diffusion Models,Vision/Image-Gen,2023-05,2023,2,42.0,3.0,37.023653088042046,0.391484485190409,0.30641748942172076,neutral,344.08000000000175,19.0,True,83.0,83.0,4.0,0,0,0,diffusion models; 3D facial BRDF reconstruction; UV dataset; facial reflectance; unconditional diffusion model; rendered textures; reflectance components; 3D morphable model; partial UV texture; texture completion; reflectance reconstruction
2305.06131,Generative AI meets 3D: A Survey on Text-to-3D in AIGC Era,Vision/Image-Gen,2023-05,2023,2,102.0,2.0,37.023653088042046,0.391484485190409,0.5801304654442877,neutral,8.0,2.0,True,33.0,17.0,8.0,0,1,0,text-to-3D; Euclidean data; non-Euclidean data; NeRF; avatar generation; texture generation; shape transformation; scene generation
2305.06161,StarCoder: may the source be with you!,Code/Math,2023-05,2023,34,1203.0,112.0,37.05650459921157,0.9920662905500706,0.9887165021156559,neutral,26.0,10.0,True,50.0,24.0,67.0,0,3,0,Large Language Models; Code LLMs; StarCoder; StarCoderBase; 8K context length; infilling capabilities; multi-query attention; The Stack; Python tokens; HumanEval; PII redaction; attribution tracing tool; Open Responsible AI Model license
2305.06218,Multi-Task End-to-End Training Improves Conversational Recommendation,LLM-core,2023-05,2023,1,3.0,0.0,37.089356110381075,0.28781734837799716,0.01622002820874471,neutral,13.0,11.0,True,34.0,8.0,7.0,0,0,0,transformer model; multitask end-to-end; T5 text-to-text; conversational recommendations; dialogue management; entity recommendation; ReDIAL; MovieLens; multitask learning; probe studies
2305.06324,Alternating Gradient Descent and Mixture-of-Experts for Integrated Multimodal Perception,Multimodal,2023-05,2023,1,31.0,3.0,37.023653088042046,0.16528561354019747,0.158762341325811,neutral,58.0,15.0,True,44.0,44.0,6.0,0,0,0,Integrated Multimodal Perception; IMP; Transformer encoder; Alternating Gradient Descent; AGD; Mixture-of-Experts; MoE; multimodal understanding; image classification; video classification; image-text retrieval; video-text retrieval; zero-shot video classification; Kinetics-400; Kinetics-600; Kinetics-700
2305.06351,Reconstructing Animatable Categories from Videos,Other,2023-05,2023,1,53.0,6.0,37.023653088042046,0.4446403385049365,0.49312411847672777,neutral,204.0,23.0,True,93.0,93.0,4.0,1,0,0,differentiable rendering; monocular videos; category 3D models; variation disentangling; motion disentangling; skeleton optimization; latent space regularization; 3D background models
2305.06355,VideoChat: Chat-Centric Video Understanding,Reasoning/RL,2023-05,2023,3,943.0,89.0,37.023653088042046,0.4616537376586742,0.9528385049365303,neutral,21.0,2.0,True,173.0,16.0,9.0,1,1,0,video foundation models; large language models; neural interface; spatiotemporal reasoning; event localization; causal relationship inference; instructional tuning; video-centric instruction dataset
2305.06356,HumanRF: High-Fidelity Neural Radiance Fields for Humans in Motion,Benchmark/Eval,2023-05,2023,1,222.0,20.0,37.023653088042046,0.2927538787023977,0.842031029619182,underrated,184.0,13.0,True,86.0,86.0,7.0,1,1,0,dynamic neural scene representation; full-body appearance; multi-view video input; novel viewpoints; temporal matrix-vector decomposition; ActorsHQ; per-frame mesh reconstructions; novel view synthesis
2305.06404,LACoS-BLOOM: Low-rank Adaptation with Contrastive objective on 8 bits Siamese-BLOOM,Efficiency/Systems,2023-05,2023,1,3.0,0.0,37.023653088042046,0.23602785613540198,0.014192524682651622,neutral,3.0,10.0,True,3.0,3.0,3.0,0,0,0,Low-rank Adaptation; Contrastive objective; 8-bit Siamese-BLOOM; multilingual large language model; semantic word embeddings; sentence similarity classification; scalable adapter; LoRA; 8-bit Adam optimizer; Siamese architecture; multi-lingual labeled data scarcity; parameter efficient fine-tuning; LACoS-BLOOM; Sentence-BERT; English and multi-lingual STS tasks
2305.06424,Bot or Human? Detecting ChatGPT Imposters with A Single Question,LLM-core,2023-05,2023,2,37.0,2.0,37.023653088042046,0.47461212976022565,0.3638046544428773,neutral,261.0,21.0,True,70.0,70.0,4.0,1,0,0,large language models; conversational bots; authentication; differentiation; counting; substitution; positioning; noise filtering; ASCII art; memorization; computation
2305.06456,Perpetual Humanoid Control for Real-time Simulated Avatars,Vision-Perception,2023-05,2023,1,275.0,44.0,37.023653088042046,0.3738540197461213,0.8828455571227081,neutral,72.0,12.0,True,46.0,33.0,5.0,0,1,0,progressive multiplicative control policy; PMCP; motion imitation; fault-tolerant behavior; noisy input; pose estimates; language-based motion generators; simulated avatars; fail-state recovery; catastrophic forgetting
2305.06474,Do LLMs Understand User Preferences? Evaluating LLMs On User Rating Prediction,Efficiency/Systems,2023-05,2023,1,173.0,11.0,37.023653088042046,0.23602785613540198,0.796808885754584,underrated,17.0,8.0,True,79.0,17.0,7.0,0,0,0,Large Language Models (LLMs); Collaborative Filtering (CF); user rating prediction; zero-shot; few-shot; fine-tuning; data-efficient
2305.06500,InstructBLIP: Towards General-purpose Vision-Language Models with Instruction Tuning,Multimodal,2023-05,2023,6,3526.0,524.0,36.990801576872535,0.6858691819464033,0.9923307475317349,neutral,18.0,5.0,True,30.0,13.0,9.0,0,0,0,vision-language models; pre-training; instruction-tuning; BLIP-2; InstructBLIP; instruction-aware visual feature extraction; zero-shot performance; downstream tasks; ScienceQA IMG; multimodal models
2305.06555,Domain Incremental Lifelong Learning in an Open World,LLM-core,2023-05,2023,1,5.0,0.0,36.990801576872535,0.2863187588152327,0.03517277856135402,neutral,15.0,6.0,True,29.0,19.0,6.0,0,2,0,lifelong learning; architecture-based; prompt-enhanced language model; task-level prompts; instance-level prompts; prompt key vectors; unseen tasks
